X,Y,OBJECTID,NCESSCH,NAME,IPR_EST,IPR_SE,SCHOOLYEAR,LAT,LON
-75.8217069997022,39.5926319999702,40448,240024000570,Holly Hall Elementary,304,102,2018-2019,39.592632,-75.821707
-75.8920550000365,39.6467400000407,40449,240024000572,Leeds Elementary,378,162,2018-2019,39.64674,-75.892055
-75.9364780002037,39.5966410002598,40450,240024000573,North East Elementary,270,98,2018-2019,39.596641,-75.936478
-75.9394019998351,39.6006500003104,40451,240024000574,North East Middle,281,96,2018-2019,39.60065,-75.939402
-75.9332380003995,39.5853610004478,40452,240024000575,North East High,342,143,2018-2019,39.585361,-75.933238
-76.0678950004156,39.5655650004628,40453,240024000576,Perryville Elementary,356,137,2018-2019,39.565565,-76.067895
-76.0629729994215,39.582243000184,40454,240024000577,Perryville High,311,114,2018-2019,39.582243,-76.062973
-76.0685080002717,39.5689730001818,40455,240024000578,Perryville Middle,388,136,2018-2019,39.568973,-76.068508
-76.0663870004252,39.6813629996957,40456,240024000579,Rising Sun Elementary,390,92,2018-2019,39.681363,-76.066387
-76.0664769999142,39.7015669996144,40457,240024000580,Rising Sun Middle School,300,43,2018-2019,39.701567,-76.066477
-75.7990590005573,39.6052459999096,40458,240024000581,Thomson Estates Elementary,265,93,2018-2019,39.605246,-75.799059
-75.8305410002663,39.5115810003665,40459,240024000791,Bohemia Manor Middle,484,156,2018-2019,39.511581,-75.830541
-75.8084410004173,39.6480799998753,40460,240024000984,Cecil County School of Technology,346,212,2018-2019,39.64808,-75.808441
-75.8594230000737,39.6727540001838,40461,240024001491,Kenmore Elementary,374,167,2018-2019,39.672754,-75.859423
-75.8993110002632,39.5355400001069,40462,240024090468,Elk Neck Elementary,516,144,2018-2019,39.53554,-75.899311
-75.9712909995116,39.6917690002685,40463,240024090469,Rising Sun High,407,88,2018-2019,39.691769,-75.971291
-76.9560239998929,38.5478109996058,40464,240027000141,Mary H. Matula Elementary School,505,84,2018-2019,38.547811,-76.956024
-76.9668300000678,38.6218919999283,40465,240027000144,Westlake High School,486,97,2018-2019,38.621892,-76.96683
-76.937338000296,38.6243600000453,40466,240027000380,C. Paul Barnhart Elementary School,442,72,2018-2019,38.62436,-76.937338
-76.9219269995867,38.6025939998842,40467,240027000582,Arthur Middleton Elementary School,405,64,2018-2019,38.602594,-76.921927
-76.8979290003688,38.6011109997435,40468,240027000583,Benjamin Stoddert Middle School,323,44,2018-2019,38.601111,-76.897929
-76.9194420003446,38.5945429996068,40469,240027000584,Dr. Gustavus Brown Elementary,388,65,2018-2019,38.594543,-76.919442
-76.9102470002896,38.6083139998786,40470,240027000585,Dr. Samuel A. Mudd Elementary School,290,56,2018-2019,38.608314,-76.910247
-76.9027689999039,38.5942830004038,40471,240027000586,Eva Turner Elementary School,377,68,2018-2019,38.594283,-76.902769
-77.150533999472,38.5611660002768,40472,240027000588,Gale-Bailey Elementary School,418,101,2018-2019,38.561166,-77.150534
-77.1345959996169,38.6028809997537,40473,240027000589,General Smallwood Middle School,321,89,2018-2019,38.602881,-77.134596
-77.1668539996076,38.6004409999857,40474,240027000591,Indian Head Elementary School,376,84,2018-2019,38.600441,-77.166854
-77.0749160002906,38.6146939997476,40475,240027000592,J. C. Parks Elementary School,390,149,2018-2019,38.614694,-77.074916
-76.8892949997761,38.6221520001906,40476,240027000593,J. P. Ryon Elementary School,325,54,2018-2019,38.622152,-76.889295
-77.0298440002825,38.569039000504,40477,240027000594,Dr. James Craik Elementary School,513,137,2018-2019,38.569039,-77.029844
-76.8880340000028,38.624169999669,40478,240027000595,John Hanson Middle School,327,55,2018-2019,38.62417,-76.888034
-76.9502349994732,38.5461640001251,40479,240027000596,La Plata High School,528,88,2018-2019,38.546164,-76.950235
-77.1276259996922,38.5794420000245,40480,240027000597,Henry E. Lackey High School,382,129,2018-2019,38.579442,-77.127626
-76.7975559998839,38.617132999717,40481,240027000598,Malcolm Elementary School,491,156,2018-2019,38.617133,-76.797556
-77.0768420001227,38.613799999811,40482,240027000599,Matthew Henson Middle School,376,147,2018-2019,38.6138,-77.076842
-77.0351390004356,38.555757999636,40483,240027000600,Maurice J. McDonough High School,541,133,2018-2019,38.555758,-77.035139
-76.9726309996302,38.523882999665,40484,240027000601,Milton M. Somers Middle School,423,79,2018-2019,38.523883,-76.972631
-76.9415630001191,38.3617269999209,40485,240027000604,Piccowaxen Middle School,385,93,2018-2019,38.361727,-76.941563
-76.8426750002635,38.5393799998477,40486,240027000606,T. C. Martin Elementary School,531,115,2018-2019,38.53938,-76.842675
-76.8864849997523,38.6145929998078,40487,240027000607,Thomas Stone High School,319,45,2018-2019,38.614593,-76.886485
-76.9688879998667,38.5196909999819,40488,240027000609,Walter J. Mitchell Elementary,422,78,2018-2019,38.519691,-76.968888
-76.94032700037,38.359672999674,40489,240027000610,Dr. Thomas L. Higdon Elementary School,385,94,2018-2019,38.359673,-76.940327
-76.9609809995334,38.646855999895,40490,240027000615,Mattawoman Middle School,520,74,2018-2019,38.646856,-76.960981
-76.9599609999687,38.6478189999955,40491,240027000805,Berry Elementary School,520,67,2018-2019,38.647819,-76.959961
-76.9471049998009,38.5488260001355,40492,240027001162,F. B. Gwynn Educational Center,537,95,2018-2019,38.548826,-76.947105
-77.0291079995961,38.5705239996579,40493,240027001395,Robert D. Stethem Educational Center,518,137,2018-2019,38.570524,-77.029108
-76.9767849998989,38.6430759998845,40494,240027001416,North Point High School,518,95,2018-2019,38.643076,-76.976785
-77.1804270000661,38.4578879997818,40495,240027001492,Mt Hope/Nanjemoy Elementary School,376,111,2018-2019,38.457888,-77.180427
-76.9467949998309,38.6176120000126,40496,240027001519,William B. Wade Elementary School,480,82,2018-2019,38.617612,-76.946795
-76.9812199994383,38.6356099999568,40497,240027001565,William A. Diggs Elementary,524,113,2018-2019,38.63561,-76.98122
-76.9775550003025,38.6442379996522,40498,240027001647,Theodore G. Davis Middle School,520,99,2018-2019,38.644238,-76.977555
-76.9030910002011,38.5854210004553,40499,240027001656,Mary B. Neal Elementary School,486,66,2018-2019,38.585421,-76.903091
-76.9089960003086,38.5676940004113,40500,240027001727,St. Charles High School,524,73,2018-2019,38.567694,-76.908996
-76.9277650005133,38.6338599997906,40501,240027010501,Daniel of St. Thomas Jenifer Elementary School,462,70,2018-2019,38.63386,-76.927765
-76.0887560002972,38.5445649996044,40502,240030000612,Cambridge-South Dorchester High School,246,128,2018-2019,38.544565,-76.088756
-75.8645969996388,38.6306749999309,40503,240030000614,Hurlock Elementary School,240,57,2018-2019,38.630675,-75.864597
-76.0927310005124,38.5403729996687,40504,240030000617,Maple Elementary School,274,144,2018-2019,38.540373,-76.092731
-75.8735849997744,38.5877459995968,40505,240030000618,North Dorchester High School,275,80,2018-2019,38.587746,-75.873585
-75.8767440003184,38.5831470001973,40506,240030000619,North Dorchester Middle School,273,70,2018-2019,38.583147,-75.876744
-76.0901249999566,38.5809630001972,40507,240030000621,Sandy Hill Elementary,286,106,2018-2019,38.580963,-76.090125
-76.1867699998262,38.3983180000542,40508,240030000622,South Dorchester School,301,161,2018-2019,38.398318,-76.18677
-75.8323940003783,38.4876730003507,40509,240030000624,Vienna Elementary School,226,52,2018-2019,38.487673,-75.832394
-75.9436950006162,38.6094309997417,40510,240030000625,Warwick Elementary School,252,28,2018-2019,38.609431,-75.943695
-76.0914760000669,38.5557359997168,40511,240030000841,Choptank Elementary School,223,111,2018-2019,38.555736,-76.091476
-76.0932560002773,38.5441159997996,40512,240030000994,Dorchester County Career and Technology Center,260,126,2018-2019,38.544116,-76.093256
-76.0922259999759,38.5576760001139,40513,240030001423,Mace's Lane Middle School,241,117,2018-2019,38.557676,-76.092226
-77.1758909996258,39.3704790002025,40514,240033000159,Twin Ridge Elementary,692,161,2018-2019,39.370479,-77.175891
-77.2769979994266,39.3226020000596,40515,240033000392,Windsor Knolls Middle,591,86,2018-2019,39.322602,-77.276998
-77.3395309997809,39.3267549997363,40516,240033000616,Urbana High,629,88,2018-2019,39.326755,-77.339531
-77.3490030000645,39.4961199998269,40517,240033000620,Glade Elementary,444,115,2018-2019,39.49612,-77.349003
-77.6331420001534,39.3184559998098,40518,240033000626,Brunswick Elementary,403,86,2018-2019,39.318456,-77.633142
-77.6088040000719,39.3167519999068,40519,240033000627,Brunswick High,423,96,2018-2019,39.316752,-77.608804
-77.46974799968,39.313623000314,40520,240033000628,Carroll Manor Elementary,668,119,2018-2019,39.313623,-77.469748
-77.4097209996951,39.6388779995761,40521,240033000629,Catoctin High,350,38,2018-2019,39.638878,-77.409721
-77.329424000387,39.7029700002465,40522,240033000631,Emmitsburg Elementary,279,83,2018-2019,39.70297,-77.329424
-77.4260809997729,39.4166589997256,40523,240033000632,Frederick High,420,107,2018-2019,39.416659,-77.426081
-77.405883999909,39.4338949997145,40524,240033000634,Gov. Thomas Johnson High,326,84,2018-2019,39.433895,-77.405884
-77.2656419996048,39.3431409999492,40525,240033000635,Green Valley Elementary,626,88,2018-2019,39.343141,-77.265642
-77.4155309993775,39.5398980002878,40526,240033000636,Lewistown Elementary,418,126,2018-2019,39.539898,-77.415531
-77.2531130002425,39.4838029997127,40527,240033000637,Liberty Elementary,474,171,2018-2019,39.483803,-77.253113
-77.2472310005119,39.4330629999841,40528,240033000638,Linganore High,644,70,2018-2019,39.433063,-77.247231
-77.5379839997816,39.4441010002224,40529,240033000639,Middletown Elementary,583,122,2018-2019,39.444101,-77.537984
-77.5359179999735,39.4439580004505,40530,240033000640,Middletown Middle,606,124,2018-2019,39.443958,-77.535918
-77.5343609999211,39.4466409996307,40531,240033000641,Middletown High,592,129,2018-2019,39.446641,-77.534361
-77.5656170002672,39.5093109997826,40532,240033000642,Myersville Elementary,524,125,2018-2019,39.509311,-77.565617
-77.2754210003267,39.383945999808,40533,240033000643,New Market Elementary,614,35,2018-2019,39.383946,-77.275421
-77.4123470000236,39.4291189997308,40534,240033000645,North Frederick Elementary,327,98,2018-2019,39.429119,-77.412347
-77.4197319996588,39.4143230001749,40535,240033000646,Parkway Elementary,390,103,2018-2019,39.414323,-77.419732
-77.4615140000506,39.4266119996797,40536,240033000647,Rock Creek School,179,65,2018-2019,39.426612,-77.461514
-77.4558820003133,39.680685999735,40537,240033000648,Sabillasville Elementary,366,85,2018-2019,39.680686,-77.455882
-77.4161669995451,39.4092489997808,40538,240033000649,Lincoln Elementary,249,57,2018-2019,39.409249,-77.416167
-77.3966200001149,39.6170730000696,40539,240033000650,Thurmont Elementary,341,36,2018-2019,39.617073,-77.39662
-77.405193999493,39.6201569996804,40540,240033000651,Thurmont Middle,334,34,2018-2019,39.620157,-77.405194
-77.3649989996288,39.3271960003416,40541,240033000652,Urbana Elementary,651,64,2018-2019,39.327196,-77.364999
-77.5475350005911,39.3591330000058,40542,240033000653,Valley Elementary,551,46,2018-2019,39.359133,-77.547535
-77.3627289996869,39.4740959999222,40543,240033000654,Walkersville Elementary,354,102,2018-2019,39.474096,-77.362729
-77.3613319993401,39.4753910002897,40544,240033000655,Walkersville High,360,102,2018-2019,39.475391,-77.361332
-77.3547729994718,39.4804369998592,40545,240033000656,Walkersville Middle,416,108,2018-2019,39.480437,-77.354773
-77.4616710000636,39.4276650003011,40546,240033000657,Waverley Elementary,189,66,2018-2019,39.427665,-77.461671
-77.4275050003372,39.4149999997356,40547,240033000658,West Frederick Middle,375,91,2018-2019,39.415,-77.427505
-77.5534239996357,39.5751480000292,40548,240033000659,Wolfsville Elementary,382,86,2018-2019,39.575148,-77.553424
-77.4520149998779,39.474351000407,40549,240033000661,Yellow Springs Elementary,525,113,2018-2019,39.474351,-77.452015
-77.4406649998369,39.3949499998589,40550,240033000807,Orchard Grove Elementary,320,59,2018-2019,39.39495,-77.440665
-77.2917530000997,39.4035279996431,40551,240033000847,Deer Crossing Elementary,643,34,2018-2019,39.403528,-77.291753
-77.398091000123,39.4370200002538,40552,240033001007,Frederick County Virtual School,319,80,2018-2019,39.43702,-77.398091
-77.4154810002001,39.4509309997539,40553,240033001011,Frederick County Career & Technology Center,386,93,2018-2019,39.450931,-77.415481
-77.4517309997261,39.4554939998227,40554,240033001015,Whittier Elementary,542,74,2018-2019,39.455494,-77.451731
-77.3188959995657,39.3931769998664,40555,240033001163,Oakdale Middle,678,84,2018-2019,39.393177,-77.318896
-77.3188639993931,39.3956480003295,40556,240033001165,Oakdale Elementary,658,74,2018-2019,39.395648,-77.318864
-77.3908050001118,39.6138609995999,40557,240033001166,Thurmont Primary,355,43,2018-2019,39.613861,-77.390805
-77.4141079998335,39.4195139995487,40558,240033001187,Monocacy Valley Montessori School,439,107,2018-2019,39.419514,-77.414108
-77.4440099994793,39.3703140001008,40559,240033001355,Tuscarora Elementary,438,102,2018-2019,39.370314,-77.44401
-77.4227240004629,39.3937059997899,40560,240033001357,Crestwood Middle,271,55,2018-2019,39.393706,-77.422724
-77.2767559997414,39.3846449995416,40561,240033001379,New Market Middle,612,35,2018-2019,39.384645,-77.276756
-77.6040320003197,39.3149189996831,40562,240033001409,Brunswick Middle,451,109,2018-2019,39.314919,-77.604032
-77.4133990002806,39.4379670003798,40563,240033001410,Heather Ridge High School,231,67,2018-2019,39.437967,-77.413399
-77.2343279999513,39.3295879996845,40564,240033001412,Kemptown Elementary,585,86,2018-2019,39.329588,-77.234328
-77.4132939999046,39.4545389995486,40565,240033001413,Monocacy Middle,432,93,2018-2019,39.454539,-77.413294
-77.3342730002761,39.3349410002542,40566,240033001429,Centerville Elementary,607,87,2018-2019,39.334941,-77.334273
-77.2876250004028,39.5690120001787,40567,240033001442,New Midway/Woodsboro Elementary,394,80,2018-2019,39.569012,-77.287625
-77.4105270002116,39.4552079996152,40568,240033001521,Monocacy Elementary,384,83,2018-2019,39.455208,-77.410527
-77.3364319995999,39.3291259995869,40569,240033001536,Urbana Middle,642,83,2018-2019,39.329126,-77.336432
-77.398091000123,39.4370200002538,40570,240033001549,Gov. Thomas Johnson Middle,319,80,2018-2019,39.43702,-77.398091
-77.445790000111,39.377964999906,40571,240033001550,Tuscarora High,398,84,2018-2019,39.377965,-77.44579
-77.5395449994539,39.4369479999389,40572,240033001566,Middletown Primary,535,105,2018-2019,39.436948,-77.539545
-77.3099399995247,39.3946399997488,40573,240033001688,Oakdale High,646,54,2018-2019,39.39464,-77.30994
-77.4148710001507,39.378220000009,40574,240033001712,Carroll Creek Montessori Public Charter School,418,98,2018-2019,39.37822,-77.414871
-77.3732749996003,39.4365719996514,40575,240033001715,Frederick Classical Charter School,388,109,2018-2019,39.436572,-77.373275
-77.4548639995692,39.4090420001663,40576,240033001748,Butterfly Ridge Elementary,291,86,2018-2019,39.409042,-77.454864
-77.441072999427,39.3857990001254,40577,240033090446,Ballenger Creek Middle,308,48,2018-2019,39.385799,-77.441073
-77.4133580003904,39.4379350004656,40578,240033090470,Heather Ridge Middle School,231,67,2018-2019,39.437935,-77.413358
-77.4308709999776,39.3781629995677,40579,240033090471,Ballenger Creek Elementary,429,91,2018-2019,39.378163,-77.430871
-77.3523179998491,39.399443000362,40580,240033090472,Spring Ridge Elementary,582,81,2018-2019,39.399443,-77.352318
-77.450621000132,39.4108559998233,40581,240033090473,Hillcrest Elementary,272,78,2018-2019,39.410856,-77.450621
-79.3108009999338,39.6263400002577,40582,240036000662,Accident Elementary,263,56,2018-2019,39.62634,-79.310801
-79.3785890002376,39.4149950000799,40583,240036000664,Broad Ford Elementary,416,190,2018-2019,39.414995,-79.378589
-79.4654910003001,39.3908669996811,40584,240036000665,Crellin Elementary,304,154,2018-2019,39.390867,-79.465491
-79.4051909994386,39.6659400003457,40585,240036000667,Friendsville Elementary,258,42,2018-2019,39.66594,-79.405191
-79.1533900001017,39.6949399997169,40586,240036000668,Grantsville Elementary,220,36,2018-2019,39.69494,-79.15339
-79.297646000394,39.6644900005056,40587,240036000671,Northern Garrett High School,257,34,2018-2019,39.66449,-79.297646
-79.0104340005622,39.6868200000016,40588,240036000673,Route 40 Elementary,257,42,2018-2019,39.68682,-79.010434
-79.3899989998056,39.4046110004135,40589,240036000674,Southern Garrett High School,402,133,2018-2019,39.404611,-79.389999
-79.3803310003555,39.4154130000665,40590,240036000675,Southern Middle School,422,186,2018-2019,39.415413,-79.380331
-79.4337679998467,39.3494310003309,40591,240036000676,Swan Meadow School,285,137,2018-2019,39.349431,-79.433768
-79.3941379997198,39.3961139997847,40592,240036000852,Yough Glades Elementary,360,145,2018-2019,39.396114,-79.394138
-79.3021659996333,39.6633569996732,40593,240036001351,Northern Middle School,265,39,2018-2019,39.663357,-79.302166
-76.3253990001601,39.4771490002688,40594,240039000162,Abingdon Elementary,422,42,2018-2019,39.477149,-76.325399
-76.3045020005436,39.5409629999888,40595,240039000394,Fountain Green Elementary,517,75,2018-2019,39.540963,-76.304502
-76.2482869993558,39.4753980003266,40596,240039000468,Church Creek Elementary,378,94,2018-2019,39.475398,-76.248287
-76.169796999989,39.5180610003676,40597,240039000480,Center for Educational Opportunity,347,113,2018-2019,39.518061,-76.169797
-76.3291380001092,39.4866049999202,40598,240039000485,Emmorton Elementary,428,43,2018-2019,39.486605,-76.329138
-76.1648039997619,39.5155349998079,40599,240039000678,Aberdeen Middle,276,99,2018-2019,39.515535,-76.164804
-76.1711250003544,39.5163069997393,40600,240039000679,Aberdeen High,334,106,2018-2019,39.516307,-76.171125
-76.1707279994698,39.5134439997991,40601,240039000680,Bakerfield Elementary,309,96,2018-2019,39.513444,-76.170728
-76.350321000015,39.5389209998323,40602,240039000681,Bel Air Elementary,469,83,2018-2019,39.538921,-76.350321
-76.3330440000782,39.546602999822,40603,240039000682,Southampton Middle,491,85,2018-2019,39.546603,-76.333044
-76.3464619996309,39.5299930000979,40604,240039000683,Bel Air High,539,63,2018-2019,39.529993,-76.346462
-76.2452039997861,39.5612110003406,40605,240039000684,Churchville Elementary,584,78,2018-2019,39.561211,-76.245204
-76.2010059993764,39.6371050001011,40606,240039000685,Darlington Elementary,356,92,2018-2019,39.637105,-76.201006
-76.2907099997155,39.4226199994945,40607,240039000686,Deerfield Elementary,357,113,2018-2019,39.42262,-76.29071
-76.2660249997552,39.6486869999941,40608,240039000687,Dublin Elementary,420,92,2018-2019,39.648687,-76.266025
-76.2991069994259,39.4237410000737,40609,240039000688,Edgewood Elementary,298,108,2018-2019,39.423741,-76.299107
-76.2886090004907,39.4223159999884,40610,240039000689,Edgewood Middle,361,114,2018-2019,39.422316,-76.288609
-76.2861960001541,39.4233639997055,40611,240039000690,Edgewood High,362,114,2018-2019,39.423364,-76.286196
-76.412684999987,39.5246279996297,40612,240039000691,Fallston High,604,98,2018-2019,39.524628,-76.412685
-76.3848159994757,39.5689839999344,40613,240039000692,Forest Lakes Elementary,482,83,2018-2019,39.568984,-76.384816
-76.1549520004324,39.5056260002768,40614,240039000693,Halls Cross Roads Elementary,184,57,2018-2019,39.505626,-76.154952
-76.28752799977,39.5591719995392,40615,240039000694,Harford Technical High,555,89,2018-2019,39.559172,-76.287528
-76.0971839996147,39.5419989998723,40616,240039000695,Havre de Grace Elementary,216,71,2018-2019,39.541999,-76.097184
-76.1018899997911,39.5443500000966,40617,240039000696,Havre de Grace Middle,195,96,2018-2019,39.54435,-76.10189
-76.0958180004867,39.5479590001559,40618,240039000697,Havre de Grace High,271,100,2018-2019,39.547959,-76.095818
-76.3487630005455,39.5787520001386,40619,240039000698,Hickory Elementary,488,68,2018-2019,39.578752,-76.348763
-76.1798799999196,39.5037449996915,40620,240039000700,G. Lisby Elementary at Hillsdale,296,90,2018-2019,39.503745,-76.17988
-76.3412650002794,39.524885999699,40621,240039000701,Homestead/Wakefield Elementary,520,65,2018-2019,39.524886,-76.341265
-76.486381000442,39.6023140000091,40622,240039000702,Jarrettsville Elementary,597,148,2018-2019,39.602314,-76.486381
-76.2877539997598,39.556958000005,40623,240039000703,John Archer School,555,91,2018-2019,39.556958,-76.287754
-76.3618969999842,39.4206189996957,40624,240039000704,Joppatowne Elementary,405,43,2018-2019,39.420619,-76.361897
-76.351618000354,39.414317999849,40625,240039000705,Joppatowne High,416,86,2018-2019,39.414318,-76.351618
-76.3318280006363,39.4110419997577,40626,240039000706,Magnolia Elementary,339,151,2018-2019,39.411042,-76.331828
-76.1064299995346,39.5629780003388,40627,240039000707,Meadowvale Elementary,462,193,2018-2019,39.562978,-76.10643
-76.5338149994965,39.7001490002671,40628,240039000708,Norrisville Elementary,463,81,2018-2019,39.700149,-76.533815
-76.4060509994783,39.675381000283,40629,240039000709,North Harford Middle,416,75,2018-2019,39.675381,-76.406051
-76.4003419997569,39.6759549996553,40630,240039000710,North Harford High,416,77,2018-2019,39.675955,-76.400342
-76.1351740005399,39.521576999826,40631,240039000711,Roye-Williams Elementary,268,114,2018-2019,39.521577,-76.135174
-76.2924899999473,39.5563940002056,40632,240039000712,Prospect Mill Elementary,527,97,2018-2019,39.556394,-76.29249
-76.3380200001991,39.4011160000171,40633,240039000713,Riverside Elementary,309,117,2018-2019,39.401116,-76.33802
-76.3075559993935,39.4809910000787,40634,240039000715,William S. James Elementary,398,54,2018-2019,39.480991,-76.307556
-76.2974099999671,39.4497049998568,40635,240039000716,William Paca/Old Post Road Elementary,436,94,2018-2019,39.449705,-76.29741
-76.4397780000742,39.53084500034,40636,240039000717,Youths Benefit Elementary,615,99,2018-2019,39.530845,-76.439778
-76.3301859994734,39.4079849999136,40637,240039001352,Magnolia Middle,323,150,2018-2019,39.407985,-76.330186
-76.3300219999672,39.5614909997239,40638,240039001380,C. Milton Wright High,477,90,2018-2019,39.561491,-76.330022
-76.3444670002548,39.5274289998162,40639,240039001397,Bel Air Middle,528,64,2018-2019,39.527429,-76.344467
-76.4034529995159,39.6770720003651,40640,240039001443,North Harford Elementary,415,75,2018-2019,39.677072,-76.403453
-76.3231000001326,39.5072319998657,40641,240039001638,Patterson Mill High School,567,63,2018-2019,39.507232,-76.3231
-76.3229879998791,39.5072069995295,40642,240039001642,Patterson Mill Middle School,567,63,2018-2019,39.507207,-76.322988
-76.3858210002142,39.5447919998769,40643,240039001698,Red Pump Elementary School,630,70,2018-2019,39.544792,-76.385821
-76.3859829997646,39.5863320002095,40644,240039002948,Forest Hill Elementary,647,135,2018-2019,39.586332,-76.385983
-76.3317379997616,39.5139330003642,40645,240039090447,Ring Factory Elementary,562,57,2018-2019,39.513933,-76.331738
-76.4132360001164,39.5220569998816,40646,240039090475,Fallston Middle School,615,101,2018-2019,39.522057,-76.413236
-76.4591879998597,39.6321370004035,40647,240039090476,North Bend Elementary,456,95,2018-2019,39.632137,-76.459188
-76.8674349999889,39.2552269996182,40648,240042000173,Burleigh Manor Middle School,825,45,2018-2019,39.255227,-76.867435
-76.8401120001987,39.1351389999149,40649,240042000177,Forest Ridge Elementary,558,122,2018-2019,39.135139,-76.840112
-76.7687749999127,39.2148670001433,40650,240042000396,Rockburn Elementary,853,67,2018-2019,39.214867,-76.768775
-76.9368969997868,39.3209620000125,40651,240042000403,Mount View Middle,792,162,2018-2019,39.320962,-76.936897
-76.9138159997351,39.2900199999578,40652,240042000488,Manor Woods Elementary,800,119,2018-2019,39.29002,-76.913816
-76.7291199997945,39.2122869999578,40653,240042000633,Elkridge Landing Middle,479,75,2018-2019,39.212287,-76.72912
-76.8631779994631,39.1858689998162,40654,240042000718,Atholton Elementary,697,68,2018-2019,39.185869,-76.863178
-76.8806400000563,39.1881509997001,40655,240042000719,Atholton High,689,124,2018-2019,39.188151,-76.88064
-76.8673099999779,39.2211110004111,40656,240042000720,Bryant Woods Elementary,433,115,2018-2019,39.221111,-76.86731
-77.0223440004367,39.3016069996544,40657,240042000721,Bushy Park Elementary,844,132,2018-2019,39.301607,-77.022344
-76.8686430000884,39.2529570000033,40658,240042000722,Centennial High,826,45,2018-2019,39.252957,-76.868643
-76.8616440005758,39.2661730000095,40659,240042000723,Centennial Lane Elementary,829,43,2018-2019,39.266173,-76.861644
-76.9290850002163,39.218653000071,40660,240042000724,Clarksville Elementary,848,110,2018-2019,39.218653,-76.929085
-76.9241249996355,39.1903120002946,40661,240042000725,Clarksville Middle,921,98,2018-2019,39.190312,-76.924125
-76.8321860001903,39.2565309996847,40662,240042000727,Dunloggin Middle,791,131,2018-2019,39.256531,-76.832186
-76.7194129996232,39.208414000075,40663,240042000728,Elkridge Elementary,541,80,2018-2019,39.208414,-76.719413
-77.0020569994828,39.2751589999438,40664,240042000731,Glenelg High,843,103,2018-2019,39.275159,-77.002057
-77.0241610000543,39.2974669996314,40665,240042000732,Glenwood Middle,874,110,2018-2019,39.297467,-77.024161
-76.8297930005665,39.1694039998844,40666,240042000733,Guilford Elementary,515,103,2018-2019,39.169404,-76.829793
-76.8785109995361,39.1479809997624,40667,240042000734,Hammond Elementary,644,66,2018-2019,39.147981,-76.878511
-76.8604569996491,39.1676889998855,40668,240042000735,Hammond High,485,97,2018-2019,39.167689,-76.860457
-76.8788699994318,39.148463000032,40669,240042000736,Hammond Middle School,643,66,2018-2019,39.148463,-76.87887
-76.8877790004561,39.2246899999783,40670,240042000737,Harpers Choice Middle,343,136,2018-2019,39.22469,-76.887779
-76.8127510001487,39.2264969999622,40671,240042000738,Howard High,473,96,2018-2019,39.226497,-76.812751
-76.8263490001893,39.2054299998347,40672,240042000740,Jeffers Hill Elementary,420,95,2018-2019,39.20543,-76.826349
-77.0691270002694,39.3336430003355,40673,240042000741,Lisbon Elementary,548,124,2018-2019,39.333643,-77.069127
-76.8816909998027,39.2265450002734,40674,240042000742,Longfellow Elementary,466,155,2018-2019,39.226545,-76.881691
-76.8401599997565,39.2993470003064,40675,240042000743,Mount Hebron High,765,133,2018-2019,39.299347,-76.84016
-76.8304100000452,39.2558269999674,40676,240042000744,Northfield Elementary,781,143,2018-2019,39.255827,-76.83041
-76.8390810002317,39.2087340003408,40677,240042000745,Oakland Mills High,477,136,2018-2019,39.208734,-76.839081
-76.843516999698,39.2074519996289,40678,240042000746,Oakland Mills Middle,390,88,2018-2019,39.207452,-76.843517
-76.8171259998057,39.2980229999346,40679,240042000748,Patapsco Middle,618,200,2018-2019,39.298023,-76.817126
-76.8182949998629,39.2221829996329,40680,240042000749,Phelps Luck Elementary,405,56,2018-2019,39.222183,-76.818295
-76.8575610002427,39.2288550003423,40681,240042000751,Running Brook Elementary,477,134,2018-2019,39.228855,-76.857561
-76.8337159993785,39.2906690001399,40682,240042000753,St. Johns Lane Elementary,596,76,2018-2019,39.290669,-76.833716
-76.8452249996054,39.2048390003538,40683,240042000754,Stevens Forest Elementary,466,143,2018-2019,39.204839,-76.845225
-76.8886489998781,39.2168670001803,40684,240042000755,Swansfield Elementary,292,113,2018-2019,39.216867,-76.888649
-76.8435389999188,39.2130449995359,40685,240042000756,Talbott Springs Elementary,378,124,2018-2019,39.213045,-76.843539
-76.8345280004125,39.2289920000335,40686,240042000757,Thunder Hill Elementary,513,83,2018-2019,39.228992,-76.834528
-76.7978470003418,39.2072609997379,40687,240042000758,Waterloo Elementary,593,119,2018-2019,39.207261,-76.797847
-76.9458869996704,39.3016599998106,40688,240042000760,West Friendship Elementary,734,165,2018-2019,39.30166,-76.945887
-76.8420410002371,39.1176189996988,40689,240042000761,Laurel Woods Elementary,437,69,2018-2019,39.117619,-76.842041
-76.8728550000347,39.2172359999788,40690,240042000762,Wilde Lake High,256,80,2018-2019,39.217236,-76.872855
-76.8765369996225,39.2180149995012,40691,240042000763,Wilde Lake Middle,286,97,2018-2019,39.218015,-76.876537
-76.7953659995429,39.2448139996875,40692,240042000764,Worthington Elementary,837,70,2018-2019,39.244814,-76.795366
-76.7739600005281,39.231206999981,40693,240042000813,Ilchester Elementary,881,51,2018-2019,39.231207,-76.77396
-76.9288400001637,39.2153009999544,40694,240042000816,River Hill High,854,105,2018-2019,39.215301,-76.92884
